brand_key,raw_variants,clean_variants,listings,chains,examples
sm appliance,2,2,87,2,SM APPLIANCE CENTER | SM Appliance
sm store,2,2,71,1,SM STORE | THE SM STORE
mx memoxpress,2,2,55,2,MX MEMOXPRESS | MX MemoXpress
macbeth,2,2,44,3,MACBETH | Macbeth
waltermart supermarket,2,2,44,2,WALTERMART SUPERMARKET | WalterMart Supermarket
zarks burgers,2,2,39,2,ZARKS BURGERS | Zark's Burgers
tobys,2,2,37,2,TOBYS | Toby's 9776592253
h&m,2,2,34,6,H&M | H&m
blk 513,2,2,30,5,BLK 513 | Blk 513
gubys chicharon espesyal,2,2,29,1,GUBY'S CHICHARON ESPESYAL | GUBYS CHICHARON ESPESYAL
alter to fit,2,2,27,3,ALTER TO FIT | Alter to Fit
jbl,2,2,26,4,JBL | Jbl
pag ibig fund,2,2,20,2,PAG IBIG FUND | PAG-IBIG FUND
sense of scents,2,2,20,3,SENSE OF SCENTS | Sense of Scents
jr memoxpress,2,2,19,1,JR MemoXpress | JR. MemoXpress
bonchon chicken,2,2,18,2,BONCHON CHICKEN | BonChon Chicken
coco,2,2,16,3,COCO | COCO+
fonerange,2,2,16,2,FONERANGE | FONERange
dito telecommunity,2,2,15,3,DITO TELECOMMUNITY | DITO Telecommunity
nailaholics nail salon and spa,2,2,15,2,NAILAHOLICS NAIL SALON AND SPA | Nailaholics Nail Salon and Spa
planet vape,2,2,15,3,PLANET VAPE | The Planet Vape
contis bakeshop and restaurant,2,2,14,1,CONTI'S BAKESHOP AND RESTAURANT | CONTIS BAKESHOP AND RESTAURANT
loop by power mac center,2,2,14,2,THE LOOP BY POWER MAC CENTER | The Loop by Power Mac Center
showcase carpet,2,2,14,2,SHOWCASE CARPET | SHOWCASE CARPET (KIOSK)
contis take out nook,2,2,13,2,CONTI'S TAKE OUT NOOK | CONTIS TAKE OUT NOOK
rcc amazing touch,2,2,13,2,RCC AMAZING TOUCH | Rcc Amazing Touch
bingo plus,2,2,12,2,BINGO PLUS | BINGO Plus
mama lous italian kitchen,2,2,12,3,MAMA LOU'S ITALIAN KITCHEN | MAMA LOUS ITALIAN KITCHEN
el bonitos,2,2,11,2,EL BONITOS | El Bonito's
aksesoriz,2,2,10,3,AKSESORIZ | AksesoriZ
chef tonys popcorn,2,2,10,2,CHEF TONYS POPCORN | Chef Tony’s Popcorn
i tech,2,2,10,2,I TECH | I.TECH
klgo,2,2,10,2,KLGO | KLGo
rj guitar center,2,2,10,3,RJ GUITAR CENTER | Rj Guitar Center
santinos supreme slice pizza,2,2,10,2,SANTINO'S SUPREME SLICE PIZZA | SANTINOS SUPREME SLICE PIZZA
fruitas house of desserts,2,2,9,3,FRUITAS HOUSE OF DESSERTS | Fruitas House of Desserts
mom and me nails,2,2,9,3,MOM AND ME NAILS | Mom and Me Nails
peri peri charcoal chicken and sauce bar,2,2,9,2,PERI-PERI CHARCOAL CHICKEN AND SAUCE BAR | Peri Peri Charcoal Chicken And Sauce Bar
bureau of quarantine,2,2,8,3,BUREAU OF QUARANTINE | Bureau of Quarantine
dr james dental clinic,2,2,8,2,DR JAMES DENTAL CLINIC | Dr. James Dental Clinic
kkv,2,2,8,5,KKV | Kkv
blakes wings & steaks,2,2,7,2,BLAKE'S WINGS & STEAKS | BLAKES WINGS & STEAKS
eastwest bank,2,2,7,4,EastWest Bank | Eastwest Bank
jolos kiddie cart,2,2,7,2,JOLOS KIDDIE CART | Jolo’s Kiddie Cart
l time studio,2,2,7,2,L TIME STUDIO | L-TIME STUDIO
rookie usa,2,2,7,2,ROOKIE USA | Rookie Usa
ansons,2,2,6,2,ANSON'S | Ansons
bakers fair,2,2,6,3,BAKER'S FAIR | Bakers Fair
baliwag lechon manok atbp,2,2,6,2,BALIWAG LECHON MANOK ATBP | Baliwag Lechon Manok Atbp.
chatramue,2,2,6,3,CHATRAMUE | ChaTraMue
d candy station,2,2,6,2,D CANDY STATION | D’ Candy Station
dr martens,2,2,6,3,DR MARTENS | DR. MARTENS
geo watch unlimited,2,2,6,2,GEO-WATCH UNLIMITED | Geo Watch Unlimited
juice co the juice bar,2,2,6,2,JUICE CO THE JUICE BAR | JUICE CO.: THE JUICE BAR
mayet dela rosa,2,2,6,1,Mayet Dela Rosa | Mayet dela Rosa
michelles homemade putong ube,2,2,6,2,MICHELLE'S HOMEMADE PUTONG UBE | MICHELLES HOMEMADE PUTONG UBE
midas bag shoe and leather spa,2,2,6,2,"MIDAS BAG SHOE AND LEATHER SPA | MIDAS BAG, SHOE, AND LEATHER SPA"
motor pro,2,2,6,1,Motor Pro | Motor pro
pcso lotto,2,2,6,2,PCSO LOTTO | PCSO Lotto
potdog yummyyes delights,2,2,6,3,POTDOG YUMMYYES DELIGHTS | PotDog YummyYes Delights
rai rai ken,2,2,6,2,RAI RAI KEN | RAI-RAI KEN
teds old timer la paz batchoy,2,2,6,2,TEDS OLD TIMER LA PAZ BATCHOY | Ted's Old timer La Paz Batchoy
tgifridays,2,2,6,2,TGIFRIDAYS | Tgifriday’s
advanced dentistry by dr james,2,2,5,2,ADVANCED DENTISTRY BY DR JAMES | Advanced Dentistry By Dr. James
besas,2,2,5,2,BESA'S | Besas
egg station,2,2,5,2,EGG STATION | EGG Station
jacks lemonade,2,2,5,3,JACK'S LEMONADE | Jacks Lemonade
lucell,2,2,5,3,LUCELL | LuCell
mcdodo,2,2,5,2,MCDODO | Mcdodo
merry moo,2,2,5,2,MERRY MOO | Merry Moo!
ocampos jewelry,2,2,5,2,OCAMPOS JEWELRY | Ocampo's Jewelry
puffys,2,2,5,1,PUFFY'S | PUFFYS
purefoods tj hotdog,2,2,5,2,PUREFOODS TJ HOTDOG | Purefoods Tj Hotdog
vice co,2,2,5,2,VICE CO | Vice Co.
visualities by eo,2,2,5,3,VISUALITIES BY EO | Visualities By EO
zullo coffee and loaf,2,2,5,2,ZULLO COFFEE AND LOAF | Zullo Coffee and Loaf
abe,2,2,4,3,ABE | Abé
beanery gourmet coffee beans,2,2,4,1,THE BEANERY GOURMET COFFEE BEANS | THE BEANERY- GOURMET COFFEE BEANS
buddys,2,2,4,3,BUDDYS | Buddy's
cafe perene,2,2,4,2,CAFE PERENE | Café Perene
chicha san chen,2,2,4,2,CHICHA San Chen | Chicha San Chen
chika an sa cebu,2,2,4,2,CHIKA-AN SA CEBU | Chika-an Sa Cebu
coffee lab,2,2,4,2,COFFEE LAB | THE COFFEE LAB
cupi,2,2,4,2,Cupi | Cupi.
graceland bakers plaza,2,2,4,2,GRACELAND BAKER'S PLAZA | GRACELAND BAKERS PLAZA
halo halo story,2,2,4,2,HALO HALO STORY | HALO-HALO STORY
i sports,2,2,4,3,I SPORTS | I-sports
ice blinker,2,2,4,2,ICE BLINKER | Ice Blink'er
isports,2,2,4,2,ISPORTS | iSports
la churrera,2,2,4,2,LA CHURRERA | La Churrera (timezone)
moms ube & triple chocolate champorado,2,2,4,2,MOM'S UBE & TRIPLE CHOCOLATE CHAMPORADO | MOMS UBE & TRIPLE CHOCOLATE CHAMPORADO
n cat philippines,2,2,4,1,N CAT PHILIPPINES | N.CAT PHILIPPINES
pc chain superstore,2,2,4,2,PC CHAIN SUPERSTORE | Pc Chain Superstore
saladstop,2,2,4,2,SALADSTOP | SaladStop!
santa barbara polo & racquet club,2,2,4,2,"""Santa Barbara Polo & Racquet Club"" | Santa Barbara Polo & Racquet Club"
santis delicatessen,2,2,4,3,Santi's Delicatessen | Santis Delicatessen
sarahs bakehouse,2,2,4,2,SARAH'S BAKEHOUSE | SARAHS BAKEHOUSE
security bank atm,2,2,4,2,SECURITY BANK (ATM) | Security Bank ATM
tharts yema cake,2,2,4,2,THARTS YEMA CAKE | Thart's Yema Cake
3f watch,2,2,3,1,3F WATCH | 3F Watch
7luxe,2,2,3,3,7LUXE | 7Luxe
alley,2,2,3,2,Alley | THE ALLEY
atc massage chair,2,2,3,1,ATC MASSAGE CHAIR (NEW) | ATC Massage Chair
b1t1 takeaway coffee,2,2,3,2,B1T1 TAKEAWAY COFFEE | B1T1 Takeaway Coffee
bens halo halo,2,2,3,2,BEN'S HALO HALO | BENS HALO HALO
bok korean fried chicken,2,2,3,2,BOK KOREAN FRIED CHICKEN | BOK Korean Fried Chicken
books for less,2,2,3,3,BOOKS FOR LESS | Books for Less
daily by bos coffee,2,2,3,2,DAILY BY BO'S COFFEE | Daily by Bo's Coffee
delonghi,2,2,3,2,DELONGHI | De'Longhi
deoglow,2,2,3,2,DEOGLOW | DeoGlow
dhl w express,2,2,3,2,DHL / W EXPRESS | DHL W EXPRESS
diy hardware,2,2,3,3,DIY HARDWARE | DIY Hardware
e restore,2,2,3,2,E Restore | E- RESTORE
elle de marrer,2,2,3,2,Elle De Marrer 639190954320 | Elle de Marrer
eurobel rugs carpets,2,2,3,1,EUROBEL RUGS + CARPETS | EUROBEL RUGS CARPETS
executive facial care,2,2,3,2,Executive Facial Care | The Executive Facial Care
eye sports center by ideal vision center,2,2,3,1,EYE SPORTS CENTER BY IDEAL VISION CENTER | EYE SPORTS CENTER by Ideal Vision Center
fone edge,2,2,3,2,FONE EDGE | FONE EDGE +
fonebytes,2,2,3,2,FONEBytes | Fonebytes
hakata ton ichi,2,2,3,2,HAKATA TON-ICHI | Hakata Ton-ichi
harlan holden,2,2,3,2,HARLAN+HOLDEN | Harlan + Holden
hi precision diagnostics plus,2,2,3,2,HI-PRECISION DIAGNOSTICS PLUS | Hi-precision Diagnostics Plus
i lash extensions salon,2,2,3,2,I-LASH EXTENSIONS SALON | i-LASH EXTENSIONS SALON
inotech,2,2,3,2,INOTECH | iNOtech
istudio plus,2,2,3,3,IStudio Plus | iStudio Plus
iwatch,2,2,3,1,IWATCH | iWATCH
jojies painitan central,2,2,3,2,JOJIE'S PAINITAN CENTRAL 0916-343-5064 | JOJIES PAINITAN CENTRAL
koibitos world of gelato,2,2,3,2,KOIBITOS WORLD OF GELATO | Koibito's World of Gelato
landers superstore,2,2,3,2,LANDER'S SUPERSTORE | Landers Superstore
mn la,2,2,3,3,MN+LA | Mn+ La
mr d i y,2,2,3,2,Mr. D.I.Y. | Mr. D.i.y
mr tentacles,2,2,3,2,MR TENTACLES | Mr. Tentacles
myst,2,2,3,3,MYST | Myst
nail cocktales hand and foot spa,2,2,3,2,NAIL COCKTALES HAND AND FOOT SPA | Nail Cocktales Hand and Foot Spa
nba store,2,2,3,2,NBA STORE | NBA Store
oppo service center,2,2,3,3,OPPO SERVICE CENTER | Oppo Service Center
pc ak ses uh rees,2,2,3,2,PC AK-SES-UH-REES | Pc Ak-Ses-Uh-Rees
pc worx,2,2,3,2,PC WORX | Pc Worx
peri peri charcoal chicken & sauce bar,2,2,3,2,PERI-PERI CHARCOAL CHICKEN & SAUCE BAR | Peri-peri Charcoal Chicken & Sauce Bar
project dc,2,2,3,2,PROJECT DC | Project Dc
r&b tea,2,2,3,2,R&B TEA | R&b Tea
s gadgets,2,2,3,1,S GADGETS | S-Gadgets
siapno tada optical,2,2,3,2,SIAPNO-TADA OPTICAL | Siapno Tada Optical
sofab,2,2,3,2,SOFAB! | Sofab
sports warehouse,2,2,3,2,Sports Warehouse | THE SPORTS WAREHOUSE
stuffd,2,2,3,1,Stuff'D | Stuff'd
sues cake gallery,2,2,3,3,SUES CAKE GALLERY | Sue's Cake Gallery
takoya kiks,2,2,3,2,TAKOYA KIKS | TAKOYA-KIKS
tala by kyla,2,2,3,2,TALA BY KYLA | Tala by Kyla
tender bobs,2,2,3,1,TENDER BOB'S | TENDER BOBS
v jewelry,2,2,3,2,V Jewelry | V! Jewelry
7c silver,2,2,2,1,7C SILVER | 7C Silver
aj thai street food,2,2,2,2,AJ Thai Street Food | Aj Thai Street Food
alberto g&g,2,2,2,2,ALBERTO / G&G | Alberto/G&G
azb88 driving school,2,2,2,2,AZB88 DRIVING SCHOOL | AZB88 Driving School
b braun dialysis center,2,2,2,2,B. Braun Dialysis Center | B.braun Dialysis Center
bag o shrimps,2,2,2,2,BAG O SHRIMPS | Bag O' Shrimps
bbk bibingka & coffee,2,2,2,2,BBK BIBINGKA & COFFEE | BBK: BIBINGKA & COFFEE
bettinas fashion boutique,2,2,2,1,BETTINA'S FASHION BOUTIQUE (OPEN) | BETTINAS FASHION BOUTIQUE TEMPORARILY CLOSED
black crust pizza co,2,2,2,1,BLACK CRUST PIZZA CO | BLACK CRUST PIZZA CO.
blue kitchen,2,2,2,1,BLUE KITCHEN | THE BLUE KITCHEN
bom gosto,2,2,2,2,BOM GOSTO | Bom Gosto!
bong bongs,2,2,2,2,BONG BONGS | Bong-Bongs OPEN
breakfast at antonios,2,2,2,1,BREAKFAST AT ANTONIO'S | Breakfast at Antonio's
buffalo wings n things,2,2,2,2,BUFFALO WINGS' N' THINGS | Buffalo Wings N' Things
burger machine,2,2,2,1,BURGER MACHINE | Burger Machine
byrons backribs,2,2,2,2,BYRONS BACKRIBS | Byron's Backribs
cafe janggeum,2,2,2,1,CAFE JANGGEUM | CAFÉ JANGGEUM
cafe vanleroe,2,2,2,1,CAFE VANLEROE | Café Vanleroe
casa daza by chef sandy,2,2,2,2,CASA DAZA BY CHEF SANDY | Casa Daza by Chef Sandy
chinabank atm,2,2,2,2,Chinabank - ATM | Chinabank ATM
chins express,2,2,2,2,CHIN'S EXPRESS | CHINS EXPRESS
chocful of nuts,2,2,2,2,Chocful Of Nuts | Chocful of Nuts
chongs siomai rice,2,2,2,2,CHONGS SIOMAI RICE | CHONG’S SIOMAI RICE
chooks diner,2,2,2,2,CHOOK'S DINER | Chooks Diner
chooks to go,2,2,2,2,CHOOKS TO GO | Chooks to Go
contis bakeshop,2,2,2,2,Contis Bakeshop | Conti’s Bakeshop
cuts for tots,2,2,2,1,Cuts For Tots | Cuts for Tots
d kapitan sisig,2,2,2,2,D KAPITAN SISIG | ‘D KAPITAN SISIG
e phone,2,2,2,2,E - PHONE | E-PHONE
earl of sandwich,2,2,2,2,EARL OF SANDWICH | Earl of Sandwich
eo kids,2,2,2,1,EO KIDS | EO Kids
executive optical (eo),2,2,2,1,EXECUTIVE OPTICAL (EO) | Executive Optical (EO)
fit n style,2,2,2,1,FIT 'N STYLE | Fit N' Style
food club,2,2,2,2,Food Club | THE FOOD CLUB
gaudencious lugaw to go,2,2,2,1,Gaudenciou's Lugaw To Go | Gaudencious Lugaw To Go
gems empanada,2,2,2,1,GEM'S EMPANADA | Gems Empanada
george and onnies,2,2,2,2,GEORGE and ONNIE'S | George and Onnie's
hai sha,2,2,2,1,Hai-Sha | Hai-sha
happy play cafe,2,2,2,1,Happy Play Cafe | The Happy Play Café
healthy shabu shabu,2,2,2,2,HEALTHY SHABU SHABU | Healthy Shabu-Shabu
hearts and bells,2,2,2,2,HEARTS AND BELLS | Hearts and Bells
himay himay,2,2,2,2,HIMAY HIMAY | HIMAY-HIMAY
honey tang,2,2,2,2,"HONEY TANG | Honey, Tang"
hongkong style noodles and dimsum,2,2,2,2,HONGKONG STYLE NOODLES AND DIMSUM | Hongkong Style Noodles and Dimsum
hotpot session,2,2,2,2,HOTPOT SESSION (0991 421 6242) | HotPot Session
icenter,2,2,2,2,ICENTER | ICenter
icetag cafe,2,2,2,1,ICETAG CAFE | ICETAG CAFÉ
irefresh,2,2,2,1,iREFRESH | iRefresh
istudio,2,2,2,2,Istudio | iStudio
j co donuts & coffee,2,2,2,1,J. CO DONUTS & COFFEE | J.Co Donuts & Coffee
jay js inasal & restaurant,2,2,2,1,JAY J'S INASAL & RESTAURANT | JAY-J'S INASAL & RESTAURANT
jayms fashion,2,2,2,1,JAYM's fashion | Jaym's Fashion
jems barber salon,2,2,2,1,Jem's Barber Salon | Jems Barber Salon
juans bistro,2,2,2,2,JUANS BISTRO | Juan's Bistro
jv shop n shop,2,2,2,2,JV SHOP N SHOP | JV SHOP N’ SHOP
kaon ta,2,2,2,1,KAON TA! | Kaon Ta
kids box by kidzooona,2,2,2,1,KID'S BOX BY KIDZOOONA | KIDS BOX BY KIDZOOONA
klgo mobile accessories,2,2,2,1,KLGO MOBILE ACCESSORIES | KLGO Mobile Accessories
lalaurs beauty products,2,2,2,1,LALAUR'S BEAUTY PRODUCTS | Lalaurs Beauty Products
lemon grass,2,2,2,2,LEMON GRASS | THE LEMON GRASS
lovelink,2,2,2,2,LOVELINK | LoveLink
lower left,2,2,2,2,Lower Left | THE LOWER LEFT
machi machi,2,2,2,1,MACHI MACHI | Machi Machi
macho mucho,2,2,2,2,MACHO MUCHO | Macho Mucho
mad marks,2,2,2,2,MAD MARKS | Mad Mark's
manila bankers life insurance,2,2,2,2,MANILA BANKER'S LIFE INSURANCE | MANILA BANKERS LIFE INSURANCE
marisons,2,2,2,2,MARISONS | Marison’s
mbt,2,2,2,2,MBT | Mbt
medicard,2,2,2,2,MediCard | Medicard
nail garden,2,2,2,2,NAIL GARDEN | THE NAIL GARDEN
nail lounge,2,2,2,2,Nail Lounge | THE NAIL LOUNGE
natys lechon,2,2,2,2,NATY'S LECHON | NATYS LECHON
no 1 malatang,2,2,2,2,NO. 1 MALATANG | No.1 Malatang
ok bob,2,2,2,2,"OK Bob | OK, BOB"
ono poke,2,2,2,2,ONO Poke | Ono Poke
panaderia de molo,2,2,2,2,PANADERIA DE MOLO | Panaderia de Molo
pancit ng taga malabon,2,2,2,2,PANCIT NG TAGA MALABON | Pancit Ng Taga Malabon
pc madness,2,2,2,2,PC MADNESS | Pc Madness
pcso lotto outlet,2,2,2,1,PCSO LOTTO OUTLET | PCSO Lotto Outlet
perfect pint,2,2,2,2,Perfect Pint | THE PERFECT PINT
petshop ph,2,2,2,2,PETSHOP.PH | Petshop.ph
pho hoa my thai,2,2,2,2,PHO HOA MY THAI | Pho Hoa / My Thai
pks mobile,2,2,2,1,"""PK'S MOBILE "" | PKS Mobile"
pngb,2,2,2,2,PNGB | Pngb
pnp national police clearance,2,2,2,1,PNP National Police Clearance | PNP- National Police Clearance
powermac,2,2,2,1,POWERMAC | PowerMac
precious and nick asher scrap gold buyer,2,2,2,2,PRECIOUS AND NICK ASHER SCRAP GOLD BUYER | Precious and Nick Asher Scrap Gold Buyer 0943-1356561
pru life uk,2,2,2,1,Pru Life UK | Pru Life Uk
q cards,2,2,2,2,Q CARDS | Q-cards
qsi perfume station,2,2,2,1,QSI PERFUME STATION | QSI Perfume Station
rc perfume,2,2,2,2,RC PERFUME | Rc Perfume
ready set relax massage & spa,2,2,2,2,Ready-Set-Relax Massage & Spa | Ready-set-relax Massage & Spa
sans rival cakes and pastries,2,2,2,1,SANS RIVAL CAKES AND PASTRIES | Sans Rival Cakes and Pastries
sen ryo,2,2,2,2,SEN-RYO | sen-ryo
shake n slurp,2,2,2,2,SHAKE N SLURP | SHAKE N' SLURP
shilvys delicacies,2,2,2,2,SHILVYS DELICACIES | Shilvy's Delicacies
social technomatic save n earn,2,2,2,1,SOCIAL TECHNOMATIC / SAVE N' EARN | Social Technomatic/Save N' Earn 9481175744
southern sky travel and tours,2,2,2,2,SOUTHERN SKY TRAVEL AND TOURS | Southern Sky Travel and Tours
sweet n fancy,2,2,2,1,SWEET N FANCY | SWEET N' FANCY
tangfruits,2,2,2,2,TangFruits | Tangfruits
tomoro coffee,2,2,2,2,TOMORO COFFEE | TOMORO Coffee
u s polo assn,2,2,2,2,U.S POLO ASSN. | U.S. Polo Assn.
uv care,2,2,2,2,UV CARE | UV Care
wiijump trampoline park,2,2,2,2,WiiJUMP Trampoline Park | Wiijump Trampoline Park
yole,2,2,2,1,YOLÉ | Yole
