brand_key,n_malls_araneta,n_malls_ayala,n_malls_filinvest,n_malls_fishermall,n_malls_megaworld,n_malls_ortigas,n_malls_robinsons,n_malls_sm,n_malls_starmall,n_malls_waltermart,n_malls_total,n_chains,in_all_chains,in_multiple_chains,display_name
barenaked,0,0,1,0,1,1,0,0,0,0,3,3,False,True,Barenaked
bari uma,0,3,0,0,0,0,0,0,0,0,3,1,False,False,BARI UMA
sky ranch,0,0,0,0,0,0,0,3,0,0,3,1,False,False,SKY RANCH
landers superstore,0,1,0,0,2,0,0,0,0,0,3,2,False,True,Landers Superstore
landmark,0,3,0,0,0,0,0,0,0,0,3,1,False,False,LANDMARK
lavelier,0,1,0,0,1,0,0,1,0,0,3,3,False,True,LAVELIER
lawson convenience store,0,3,0,0,0,0,0,0,0,0,3,1,False,False,LAWSON CONVENIENCE STORE
bb q chicken,0,0,0,0,0,0,3,0,0,0,3,1,False,False,BB.Q CHICKEN
puregold,0,2,0,0,0,0,0,0,1,0,3,2,False,True,PUREGOLD
q power station,0,0,0,0,0,0,0,3,0,0,3,1,False,False,Q POWER STATION
qnet mobile,0,0,0,0,0,0,0,2,0,1,3,2,False,True,QNET MOBILE
le katsu,0,0,0,0,0,0,2,0,0,1,3,2,False,True,Le Katsu
le sucre lab,0,1,0,0,0,0,1,1,0,0,3,3,False,True,LE SUCRE LAB
diy hardware,1,1,0,1,0,0,0,0,0,0,3,3,False,True,DIY HARDWARE
sissys nail art and spa,0,0,0,0,0,0,0,3,0,0,3,1,False,False,SISSY'S NAIL ART AND SPA
sit & relax,0,0,0,0,0,0,0,3,0,0,3,1,False,False,SIT & RELAX
siena mobile,0,0,0,0,0,0,0,2,1,0,3,2,False,True,SIENA MOBILE
silver finds,0,2,0,0,0,0,1,0,0,0,3,2,False,True,SILVER FINDS
beanery gourmet coffee beans,0,0,0,0,0,0,0,3,0,0,3,1,False,False,THE BEANERY GOURMET COFFEE BEANS
leona,0,1,0,0,0,0,0,2,0,0,3,2,False,True,LEONA
leylam deluxe,0,0,0,0,0,0,1,2,0,0,3,2,False,True,Leylam Deluxe
showcase carpets,0,3,0,0,0,0,0,0,0,0,3,1,False,False,SHOWCASE CARPETS
shukey key services trading,0,0,0,0,0,0,0,3,0,0,3,1,False,False,SHUKEY KEY SERVICES TRADING
siapno tada optical,0,0,0,0,0,0,1,2,0,0,3,2,False,True,SIAPNO-TADA OPTICAL
quickzen cellphone accessories,0,0,0,0,0,0,0,3,0,0,3,1,False,False,QUICKZEN CELLPHONE ACCESSORIES
quix,0,0,0,0,0,0,0,3,0,0,3,1,False,False,QUIX
mobile armory,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MOBILE ARMORY
mobile craze,0,0,0,0,0,0,2,0,0,1,3,2,False,True,Mobile Craze
mobile extras technologies,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MOBILE EXTRAS TECHNOLOGIES
coolectzone,0,0,0,0,0,0,0,3,0,0,3,1,False,False,COOLECTZONE
mobile fit,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MOBILE FIT
mobile mob,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MOBILE MOB
sibyullee flavors of seoul,0,3,0,0,0,0,0,0,0,0,3,1,False,False,SIBYULLEE FLAVORS OF SEOUL
lfafa massage chairs,0,2,0,1,0,0,0,0,0,0,3,2,False,True,LFAFA MASSAGE CHAIRS
liberty wings,0,0,0,0,0,0,1,2,0,0,3,2,False,True,LIBERTY WINGS
digistamps,0,0,1,0,0,0,2,0,0,0,3,2,False,True,Digistamps
digital village,0,1,0,0,0,0,0,2,0,0,3,2,False,True,DIGITAL VILLAGE
digitall worx graphics,0,0,0,0,0,0,0,3,0,0,3,1,False,False,DIGITALL WORX GRAPHICS
mitsubishi motors,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MITSUBISHI MOTORS
miutiso,0,2,1,0,0,0,0,0,0,0,3,2,False,True,MIUTISO
ml kwarta padala,0,3,0,0,0,0,0,0,0,0,3,1,False,False,ML KWARTA PADALA
mn la,1,0,0,0,0,1,0,1,0,0,3,3,False,True,MN+LA
bees wax,0,0,0,0,0,0,0,3,0,0,3,1,False,False,BEES WAX
life fitness,0,2,0,0,0,0,0,1,0,0,3,2,False,True,LIFE FITNESS
lifewell,0,0,0,0,0,0,0,3,0,0,3,1,False,False,LIFEWELL
limon citrus juicery,0,0,0,0,1,0,0,2,0,0,3,2,False,True,LIMON CITRUS JUICERY
sesou nature source,0,2,1,0,0,0,0,0,0,0,3,2,False,True,SESOU NATURE SOURCE
belkin,0,0,0,0,0,0,0,3,0,0,3,1,False,False,BELKIN
shanghai siomai,0,0,0,0,0,0,3,0,0,0,3,1,False,False,Shanghai Siomai
shawarma house,0,0,0,1,0,0,0,1,0,1,3,3,False,True,Shawarma House
lionesse,0,0,0,0,0,0,0,3,0,0,3,1,False,False,LIONESSE
little farmers,0,0,0,0,0,0,0,3,0,0,3,1,False,False,LITTLE FARMERS
little manila,0,0,0,0,2,0,0,1,0,0,3,2,False,True,Little Manila
dexter time zone,0,0,0,0,0,0,0,3,0,0,3,1,False,False,DEXTER TIME ZONE
dhl w express,0,0,0,0,0,0,1,2,0,0,3,2,False,True,DHL W EXPRESS
r&b tea,0,0,1,0,0,0,0,2,0,0,3,2,False,True,R&B TEA
ramen menzo,0,1,0,0,0,0,0,2,0,0,3,2,False,True,RAMEN MENZO
courtside,0,1,0,0,0,0,1,1,0,0,3,3,False,True,COURTSIDE
cqe,0,0,0,0,0,0,2,1,0,0,3,2,False,True,CQE
craft central,0,1,0,0,0,0,0,2,0,0,3,2,False,True,THE CRAFT CENTRAL
diagold jewelry store,0,3,0,0,0,0,0,0,0,0,3,1,False,False,DIAGOLD JEWELRY STORE
bench active,0,1,0,0,0,0,0,2,0,0,3,2,False,True,BENCH ACTIVE
bench skin expert,0,2,0,0,0,0,0,1,0,0,3,2,False,True,BENCH SKIN EXPERT
benefit,0,2,0,0,0,0,0,1,0,0,3,2,False,True,BENEFIT
sep vergara fine jewelry,0,3,0,0,0,0,0,0,0,0,3,1,False,False,SEP VERGARA FINE JEWELRY
lolo landos lechon,0,0,0,0,1,0,0,0,0,2,3,2,False,True,LOLO LANDO'S LECHON
longines,0,0,0,0,1,1,0,1,0,0,3,3,False,True,Longines
seiko premium store,0,0,0,0,0,0,0,3,0,0,3,1,False,False,SEIKO PREMIUM STORE
sen lek thai noodle,0,0,0,0,0,0,0,3,0,0,3,1,False,False,SEN LEK THAI NOODLE
bens cookies,0,0,0,0,0,0,0,3,0,0,3,1,False,False,BEN'S COOKIES
bens halo halo,0,0,0,0,0,0,1,2,0,0,3,2,False,True,BENS HALO HALO
louies buko,0,0,0,0,0,0,0,3,0,0,3,1,False,False,LOUIES BUKO
miguelitos hyped mangoes,0,0,0,0,0,0,0,0,0,3,3,1,False,False,Miguelitos Hyped Mangoes
mikrocell,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MIKROCELL
r o x,0,3,0,0,0,0,0,0,0,0,3,1,False,False,R.O.X.
sea salt,0,0,0,0,0,0,2,1,0,0,3,2,False,True,SEA/SALT
seafood ribs warehouse restaurant,0,0,0,0,0,0,0,3,0,0,3,1,False,False,SEAFOOD RIBS WAREHOUSE RESTAURANT
bettys native cake,0,0,0,0,0,0,0,3,0,0,3,1,False,False,BETTYS NATIVE CAKE
lto licensing office,0,3,0,0,0,0,0,0,0,0,3,1,False,False,LTO LICENSING OFFICE
deoglow,0,0,0,0,0,0,1,2,0,0,3,2,False,True,DEOGLOW
deoglow skin innovations,0,0,0,0,0,0,0,3,0,0,3,1,False,False,DEOGLOW SKIN INNOVATIONS
scenteur essentials,1,0,1,0,0,0,1,0,0,0,3,3,False,True,Scenteur Essentials
scoop proj by paperdolls,0,0,0,0,0,0,0,3,0,0,3,1,False,False,SCOOP PROJ. BY PAPERDOLLS
beyond the vines,0,1,0,0,1,0,0,1,0,0,3,3,False,True,BEYOND THE VINES
bibo,0,0,0,0,0,0,0,3,0,0,3,1,False,False,BIBO
bibo shoes,0,0,0,0,0,0,2,1,0,0,3,2,False,True,BIBO SHOES
luk yuen,0,1,0,0,0,1,0,1,0,0,3,3,False,True,LUK YUEN
lulu money,0,2,0,0,0,0,1,0,0,0,3,2,False,True,LULU MONEY
lutong ilocano,0,0,0,0,0,0,3,0,0,0,3,1,False,False,Lutong Ilocano
luxe beauty and wellness,0,0,0,0,0,0,0,3,0,0,3,1,False,False,LUXE BEAUTY AND WELLNESS
luxury seats,0,0,0,0,0,0,3,0,0,0,3,1,False,False,LUXURY SEATS
mi yummy mango,0,0,0,0,0,0,1,2,0,0,3,2,False,True,MI YUMMY MANGO
mich & myl nails,0,0,0,0,1,1,1,0,0,0,3,3,False,True,Mich & Myl Nails
razons,0,0,1,1,0,0,1,0,0,0,3,3,False,True,Razons
boulangerie22,0,1,0,0,1,0,0,1,0,0,3,3,False,True,BOULANGERIE22
m bakery,0,3,0,0,0,0,0,0,0,0,3,1,False,False,M BAKERY
mabuhay chiropractic clinics,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MABUHAY CHIROPRACTIC CLINICS
dental city,0,1,0,0,0,0,0,2,0,0,3,2,False,True,DENTAL CITY
santouka,0,0,0,0,0,1,0,2,0,0,3,2,False,True,SANTOUKA
sanyang,0,0,0,0,0,0,3,0,0,0,3,1,False,False,Sanyang
macho mucho salon for men,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MACHO MUCHO SALON FOR MEN
magic fit,0,2,0,0,0,0,0,1,0,0,3,2,False,True,MAGIC FIT
delonghi,1,2,0,0,0,0,0,0,0,0,3,2,False,True,DELONGHI
books for less,0,1,0,0,0,0,1,1,0,0,3,3,False,True,BOOKS FOR LESS
borough lasik center,0,0,0,0,1,0,0,2,0,0,3,2,False,True,BOROUGH LASIK CENTER
relaxia,0,0,0,0,0,0,1,2,0,0,3,2,False,True,RELAXIA
reli tours,0,0,0,0,1,0,0,2,0,0,3,2,False,True,RELI TOURS
metro supermarket,0,3,0,0,0,0,0,0,0,0,3,1,False,False,METRO SUPERMARKET
sans rival cakes & pastries,0,1,0,0,0,0,2,0,0,0,3,2,False,True,Sans Rival Cakes & Pastries
bigbys cafe and restaurant,0,3,0,0,0,0,0,0,0,0,3,1,False,False,BIGBY'S CAFE AND RESTAURANT
santa barbara polo & racquet club,2,0,0,0,0,0,1,0,0,0,3,2,False,True,Santa Barbara Polo & Racquet Club
maming gala,0,0,0,1,0,0,1,1,0,0,3,3,False,True,MAMING GALA
de original jamaican pattie,0,0,0,0,3,0,0,0,0,0,3,1,False,False,De Original Jamaican Pattie
mamou,0,0,0,0,1,0,0,2,0,0,3,2,False,True,MAMOU
man barbers gentlemans shops,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MAN BARBERS GENTLEMANS SHOPS
bio research,0,0,1,0,0,0,0,2,0,0,3,2,False,True,Bio Research
mandarin chinese drug center,0,0,0,0,0,0,2,1,0,0,3,2,False,True,Mandarin Chinese Drug Center
mango farm,0,0,0,0,0,0,0,3,0,0,3,1,False,False,THE MANGO FARM
mango tree bistro,0,3,0,0,0,0,0,0,0,0,3,1,False,False,MANGO TREE BISTRO
s gadgets,0,0,0,0,0,0,3,0,0,0,3,1,False,False,S GADGETS
s&r pizza,0,0,0,0,3,0,0,0,0,0,3,1,False,False,S&R Pizza
bongbongs,0,0,0,0,0,0,3,0,0,0,3,1,False,False,Bongbong's
meridian,0,2,0,0,0,1,0,0,0,0,3,2,False,True,MERIDIAN
curaprox,0,3,0,0,0,0,0,0,0,0,3,1,False,False,CURAPROX
biscocho haus,0,0,0,0,1,0,1,1,0,0,3,3,False,True,Biscocho Haus
mangotangos,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MANGOTANGOS
data blitz,0,0,1,0,0,1,1,0,0,0,3,3,False,True,Data Blitz
davao tuna grill,0,0,0,1,0,0,2,0,0,0,3,2,False,True,Davao Tuna Grill
manila baker,0,0,0,0,0,2,1,0,0,0,3,2,False,True,The Manila Baker
manila bankers life insurance corporation,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MANILA BANKERS LIFE INSURANCE CORPORATION
manila derm,0,3,0,0,0,0,0,0,0,0,3,1,False,False,MANILA DERM
royce,0,2,0,0,0,0,1,0,0,0,3,2,False,True,ROYCE
black scoop,0,0,0,1,0,1,0,0,0,1,3,3,False,True,Black Scoop
blackbeards seafood island,0,0,0,0,0,0,0,3,0,0,3,1,False,False,BLACKBEARD'S SEAFOOD ISLAND
maple bear,0,0,1,0,2,0,0,0,0,0,3,2,False,True,Maple Bear
marcel philippe,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MARCEL PHILIPPE
danidoo,0,2,0,0,0,0,0,1,0,0,3,2,False,True,DANIDOO
daniel hechter,0,0,0,0,1,0,0,2,0,0,3,2,False,True,DANIEL HECHTER
marina seafood,0,0,0,0,0,0,1,2,0,0,3,2,False,True,MARINA SEAFOOD
czarina foreign exchange,0,1,0,0,1,1,0,0,0,0,3,3,False,True,Czarina Foreign Exchange
meet my feet,0,2,0,0,0,1,0,0,0,0,3,2,False,True,MEET MY FEET
mega one phones gadgets shop,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MEGA ONE PHONES GADGETS SHOP
renegade folk,0,2,0,0,1,0,0,0,0,0,3,2,False,True,RENEGADE FOLK
renovar,0,1,0,0,1,0,0,1,0,0,3,3,False,True,RENOVAR
rox playgrnd,0,0,0,0,0,0,0,3,0,0,3,1,False,False,ROX PLAYGRND
market bingo,0,0,0,0,0,0,0,3,0,0,3,1,False,False,MARKET BINGO
daily detox juices,0,0,0,0,0,0,0,3,0,0,3,1,False,False,DAILY DETOX JUICES
dairy blast,0,0,0,0,0,0,0,3,0,0,3,1,False,False,DAIRY BLAST
blooming cotton candy,0,0,0,0,0,0,0,3,0,0,3,1,False,False,BLOOMING COTTON CANDY
robinsons homes,0,0,0,0,0,0,3,0,0,0,3,1,False,False,Robinsons Homes
rock n sole shoes and apparel,0,3,0,0,0,0,0,0,0,0,3,1,False,False,ROCK N' SOLE SHOES AND APPAREL
mathemagis singapore maths enrichment center,0,3,0,0,0,0,0,0,0,0,3,1,False,False,MATHEMAGIS SINGAPORE MATHS ENRICHMENT CENTER
daily by bos coffee,0,0,0,0,2,0,0,1,0,0,3,2,False,True,Daily by Bo's Coffee
ristorante bigoli,0,0,0,0,0,0,0,3,0,0,3,1,False,False,RISTORANTE BIGOLI
rgm i care cellphone repair and accessories,0,0,0,0,0,0,0,3,0,0,3,1,False,False,RGM I CARE CELLPHONE REPAIR AND ACCESSORIES
riam stick and print works,0,0,0,0,0,0,0,3,0,0,3,1,False,False,RIAM STICK AND PRINT WORKS
ricky reyes hair clinic,0,0,0,0,1,0,1,1,0,0,3,3,False,True,RICKY REYES HAIR CLINIC
me & u gift shop,0,0,0,0,0,0,0,3,0,0,3,1,False,False,ME & U GIFT SHOP
meet fresh,0,0,0,0,0,0,1,2,0,0,3,2,False,True,MEET FRESH
cybertab,0,0,0,0,0,0,0,3,0,0,3,1,False,False,CYBERTAB
ritas ice custard happiness,0,0,0,0,0,0,0,3,0,0,3,1,False,False,RITAS ICE CUSTARD HAPPINESS
bok korean fried chicken,0,0,0,0,2,0,0,1,0,0,3,2,False,True,BOK Korean Fried Chicken
zga,0,0,0,0,0,0,0,3,0,0,3,1,False,False,ZGA
158 designers boulevard,0,3,0,0,0,0,0,0,0,0,3,1,False,False,158 DESIGNERS' BOULEVARD
gateway motors,0,0,0,0,0,0,0,3,0,0,3,1,False,False,GATEWAY MOTORS
geek ph,0,0,0,0,0,1,0,2,0,0,3,2,False,True,GEEK PH
ysl,0,0,0,0,1,0,2,0,0,0,3,2,False,True,YSL
ytelecom,0,1,0,0,0,0,0,2,0,0,3,2,False,True,YTELECOM
over mango,0,0,0,1,0,0,0,1,0,1,3,3,False,True,OVER MANGO
game one,0,0,0,0,0,1,0,2,0,0,3,2,False,True,Game One
1st colonial grill,0,1,0,0,0,0,0,2,0,0,3,2,False,True,1ST COLONIAL GRILL
2 hands,0,0,0,0,0,0,1,2,0,0,3,2,False,True,2 Hands
zig,0,0,0,0,0,0,1,1,0,0,2,2,False,True,ZIG
2go travel,0,0,0,0,0,0,1,0,1,0,2,2,False,True,2GO TRAVEL
galleria nicolas,0,2,0,0,0,0,0,0,0,0,2,1,False,False,GALLERIA NICOLAS
galleon enterprises,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Galleon Enterprises
gang gang chicken,0,0,0,0,0,0,1,1,0,0,2,2,False,True,GANG GANG CHICKEN
gameplace mobile,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GAMEPLACE MOBILE
gameone tech store,0,2,0,0,0,0,0,0,0,0,2,1,False,False,GAMEONE TECH STORE
zubuchon,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ZUBUCHON
zouyo cellphone accessories,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ZOUYO CELLPHONE ACCESSORIES
cell comport cellshop,0,0,0,0,0,0,0,2,0,0,2,1,False,False,CELL-COMPORT CELLSHOP
owwa,0,0,0,0,0,0,1,1,0,0,2,2,False,True,OWWA
cell act,0,0,0,0,0,0,0,2,0,0,2,1,False,False,CELL ACT
orodiam jewellery,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ORODIAM JEWELLERY
orogem jewellers,0,1,0,0,0,1,0,0,0,0,2,2,False,True,OROGEM JEWELLERS
ortigas cinemas,0,0,0,0,0,2,0,0,0,0,2,1,False,False,Ortigas Cinemas
ortiz skin clinic,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ORTIZ SKIN CLINIC
cellcom,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Cellcom
cellcom world communications,0,0,0,0,0,0,0,2,0,0,2,1,False,False,CELLCOM WORLD COMMUNICATIONS
cellnote,0,2,0,0,0,0,0,0,0,0,2,1,False,False,CELLNOTE
cellpod,0,1,0,0,0,0,0,1,0,0,2,2,False,True,CELLPOD
our pet care services,0,0,0,0,0,0,0,2,0,0,2,1,False,False,OUR PET CARE SERVICES
yoressa,0,1,1,0,0,0,0,0,0,0,2,2,False,True,YORESSA
7c silver,0,0,0,0,0,0,2,0,0,0,2,1,False,False,7C Silver
8 cuts burger blends,0,0,0,0,0,0,0,2,0,0,2,1,False,False,8 CUTS BURGER BLENDS
gerrys restaurant and bar,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GERRYS RESTAURANT AND BAR
giligans island restaurant and bar,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GILIGANS ISLAND RESTAURANT AND BAR
g&g,0,0,0,0,0,0,2,0,0,0,2,1,False,False,G&G
bong bongs,0,1,0,0,0,0,1,0,0,0,2,2,False,True,BONG BONGS
mdf massage chair,0,0,0,0,0,0,2,0,0,0,2,1,False,False,MDF MASSAGE CHAIR
me fashion accessories,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ME FASHION ACCESSORIES
medicard,0,0,1,0,1,0,0,0,0,0,2,2,False,True,Medicard
mediskin,0,1,0,0,0,0,0,1,0,0,2,2,False,True,MEDISKIN
cyber center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,CYBER CENTER
cybertech gaming,0,0,0,0,0,0,0,2,0,0,2,1,False,False,CYBERTECH GAMING
ritas,0,0,0,0,2,0,0,0,0,0,2,1,False,False,Rita's
ritas italian ice,0,0,1,0,1,0,0,0,0,0,2,2,False,True,Rita’s Italian Ice
rizal commercial banking corporation,0,2,0,0,0,0,0,0,0,0,2,1,False,False,RIZAL COMMERCIAL BANKING CORPORATION
bodytech,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Bodytech
boho dreams handcrafts,0,0,0,0,0,0,0,2,0,0,2,1,False,False,BOHO DREAMS HANDCRAFTS
bom gosto,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Bom Gosto!
rme salon,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RME SALON
roadhouse cafe,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ROADHOUSE CAFE
maxwax,0,0,0,0,0,0,1,1,0,0,2,2,False,True,MAXWAX
blk lifestyle & fashion boutique,0,0,0,0,2,0,0,0,0,0,2,1,False,False,BLK Lifestyle & Fashion Boutique
blu nektar,0,0,0,0,0,0,0,2,0,0,2,1,False,False,BLU NEKTAR
blue lite,0,1,0,0,0,0,1,0,0,0,2,2,False,True,BLUE LITE
ronnie joe,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RONNIE JOE
blushing beauty,0,1,0,0,0,0,0,1,0,0,2,2,False,True,BLUSHING BEAUTY
rockport,0,1,0,0,0,0,0,1,0,0,2,2,False,True,ROCKPORT
masil,0,0,0,0,0,2,0,0,0,0,2,1,False,False,Masil
masuki,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Masuki
matimco wood lounge,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MATIMCO WOOD LOUNGE
matrix,0,0,0,0,0,1,0,1,0,0,2,2,False,True,Matrix
daily detox,0,0,0,0,0,0,0,2,0,0,2,1,False,False,THE DAILY DETOX
maxi mango,0,0,0,0,0,0,1,1,0,0,2,2,False,True,MAXI MANGO
maxicare primary care clinic,0,0,0,0,0,0,2,0,0,0,2,1,False,False,MAXICARE PRIMARY CARE CLINIC
d kapitan sisig,0,1,0,0,0,0,0,1,0,0,2,2,False,True,‘D KAPITAN SISIG
rg optical,0,0,0,0,0,0,1,1,0,0,2,2,False,True,RG Optical
bon banhmi,0,0,0,0,0,0,0,2,0,0,2,1,False,False,BON BANHMI
cuts for tots,0,0,0,0,2,0,0,0,0,0,2,1,False,False,Cuts For Tots
cutting edge,0,2,0,0,0,0,0,0,0,0,2,1,False,False,CUTTING EDGE
cv cebu,0,0,0,0,0,0,0,2,0,0,2,1,False,False,CV CEBU
memo xpress,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Memo Xpress
memoexpress,0,0,0,0,0,1,1,0,0,0,2,2,False,True,Memoexpress
remedy,0,1,0,0,1,0,0,0,0,0,2,2,False,True,REMEDY
remillys yema cake,0,0,0,0,0,0,0,2,0,0,2,1,False,False,REMILLYS YEMA CAKE
maristella fine jewelry,0,0,0,0,0,2,0,0,0,0,2,1,False,False,Maristella Fine Jewelry
blessings copy center bookbinding services,0,0,0,0,0,0,0,2,0,0,2,1,False,False,BLESSINGS COPY CENTER BOOKBINDING SERVICES
blissful bali spa and aesthetic center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,BLISSFUL BALI SPA AND AESTHETIC CENTER
royal indian curry house,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Royal Indian Curry House
mars watch,0,0,0,0,0,0,0,0,0,2,2,1,False,False,Mars Watch
mars watch service center,0,1,0,0,0,0,0,1,0,0,2,2,False,True,MARS WATCH SERVICE CENTER
rockstar,0,1,0,0,0,1,0,0,0,0,2,2,False,True,ROCKSTAR
rodness pasalubong,0,0,0,0,0,0,1,0,0,1,2,2,False,True,Rodness Pasalubong
rolex lucerne,0,2,0,0,0,0,0,0,0,0,2,1,False,False,ROLEX-LUCERNE
sairam playland,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SAIRAM PLAYLAND
manila bankers life insurance,0,0,0,0,0,0,1,0,1,0,2,2,False,True,MANILA BANKERS LIFE INSURANCE
royal time legacy,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ROYAL TIME LEGACY
rtop cellphone accessories,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RTOP CELLPHONE ACCESSORIES
rudy project,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Rudy Project
black canyon coffee,0,2,0,0,0,0,0,0,0,0,2,1,False,False,BLACK CANYON COFFEE
black crust pizza co,0,0,0,0,0,0,0,2,0,0,2,1,False,False,BLACK CRUST PIZZA CO
dalmore,0,0,0,0,2,0,0,0,0,0,2,1,False,False,The Dalmore
marilou,0,0,0,0,0,1,0,1,0,0,2,2,False,True,Marilou
marilou jewellery,0,2,0,0,0,0,0,0,0,0,2,1,False,False,MARILOU JEWELLERY
marina seafoods,0,1,0,0,0,0,1,0,0,0,2,2,False,True,MARINA SEAFOODS
marisons,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Marison’s
cyberwidget,0,0,0,0,0,0,0,2,0,0,2,1,False,False,CYBERWIDGET
cyma,0,0,0,0,1,0,1,0,0,0,2,2,False,True,Cyma
megacare medical services,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MEGACARE MEDICAL SERVICES
megapixel,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Megapixel
bonita,0,1,0,0,0,1,0,0,0,0,2,2,False,True,BONITA
retrosweets,0,2,0,0,0,0,0,0,0,0,2,1,False,False,RETROSWEETS
reviva luxury garment care,0,0,0,0,0,0,1,1,0,0,2,2,False,True,REVIVA LUXURY GARMENT CARE
mens room,0,0,0,0,0,1,0,1,0,0,2,2,False,True,The Mens Room
meralco,0,2,0,0,0,0,0,0,0,0,2,1,False,False,MERALCO
cupi,0,0,0,0,1,1,0,0,0,0,2,2,False,True,Cupi
metro department store,0,2,0,0,0,0,0,0,0,0,2,1,False,False,METRO DEPARTMENT STORE
metro department store & supermarket,0,2,0,0,0,0,0,0,0,0,2,1,False,False,METRO DEPARTMENT STORE & SUPERMARKET
red dot collective,0,0,0,0,0,0,2,0,0,0,2,1,False,False,RED DOT COLLECTIVE
red ribbon i,0,0,0,0,0,0,2,0,0,0,2,1,False,False,RED RIBBON I 8372-6719
reforma studio,0,1,0,0,1,0,0,0,0,0,2,2,False,True,REFORMA STUDIO
sachi,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SACHI
saem,0,0,0,0,0,0,2,0,0,0,2,1,False,False,THE SAEM
bistro charlemagne,0,2,0,0,0,0,0,0,0,0,2,1,False,False,BISTRO CHARLEMAGNE
bistro ocean city,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Bistro Ocean City
bistro rosarios cake out counter,0,0,0,0,0,0,0,2,0,0,2,1,False,False,BISTRO ROSARIOS CAKE-OUT COUNTER
man barbers,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Man Barbers
mandara spa,0,0,0,0,1,0,0,1,0,0,2,2,False,True,The Mandara Spa
sakura,0,2,0,0,0,0,0,0,0,0,2,1,False,False,SAKURA
salazar bakery,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SALAZAR BAKERY
sales,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SALES
sallys kakanin,0,0,0,1,0,0,1,0,0,0,2,2,False,True,Sally's Kakanin
bingo republic,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Bingo Republic
bioderma,0,0,0,0,0,0,0,2,0,0,2,1,False,False,BIODERMA
samanthas steam boat,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SAMANTHAS STEAM BOAT
mandarin chinese drugstore,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Mandarin Chinese Drugstore
mango burst,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MANGO BURST
runnr,0,2,0,0,0,0,0,0,0,0,2,1,False,False,RUNNR
rustans department store,0,2,0,0,0,0,0,0,0,0,2,1,False,False,RUSTAN'S DEPARTMENT STORE
rusty lopez,0,0,0,0,0,0,1,0,1,0,2,2,False,True,Rusty Lopez
repair master gadget center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,REPAIR MASTER GADGET CENTER
bongbongs pasalubong,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Bongbong's Pasalubong
mail plus,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MAIL PLUS
mala house,0,0,0,0,0,0,1,1,0,0,2,2,False,True,MALA HOUSE
dear self self portrait studio,0,0,0,0,0,0,0,2,0,0,2,1,False,False,DEAR SELF SELF PORTRAIT STUDIO
